session_id,model_type,turn_count,therapist_turns,patient_turns,word_count,char_count,parsing_status,num_missing_act_fm,num_missing_tes,act_fm_consistent_aware,act_fm_consistent_engaged,act_fm_consistent_open,act_fm_consistent_stance,act_fm_inconsistent_aware,act_fm_inconsistent_engaged,act_fm_inconsistent_open,act_fm_inconsistent_stance,act_fm_total_consistency,act_fm_total_inconsistency,tes_total_empathy_mean,act_fm_item_1,act_fm_item_10,act_fm_item_11,act_fm_item_12,act_fm_item_13,act_fm_item_14,act_fm_item_15,act_fm_item_16,act_fm_item_17,act_fm_item_18,act_fm_item_19,act_fm_item_2,act_fm_item_20,act_fm_item_21,act_fm_item_22,act_fm_item_23,act_fm_item_24,act_fm_item_25,act_fm_item_3,act_fm_item_4,act_fm_item_5,act_fm_item_6,act_fm_item_7,act_fm_item_8,act_fm_item_9,tes_item_1,tes_item_2,tes_item_3,tes_item_4,tes_item_5,tes_item_6,tes_item_7,tes_item_8,tes_item_9
53,llama3_3b_instruct,50,25,25,4444,25523,OK,0,0,5,4,5,5.25,5,1,4,4,19.25,14,4.666666666666667,2,1,2,1,1,2,2,1,2,1,2,2,1,2,1,0,1,0,1,2,1,2,1,2,2,5,4,5,5,4,5,5,4,5
54,llama3_3b_instruct,51,25,26,3209,17146,OK,0,0,8,7,9,7.5,3,1,2,4,31.5,10,5.888888888888889,2,3,1,0,1,3,3,2,1,0,2,3,3,2,2,0,1,0,2,3,1,1,2,3,3,6,5,6,6,6,6,6,6,6
55,llama3_3b_instruct,51,25,26,3039,17325,OK,0,0,6,3,6,7.5,2,0,1,2,22.5,5,4.888888888888889,2,2,1,0,0,3,2,1,1,0,1,3,2,1,0,0,0,0,2,3,0,1,1,2,2,5,4,5,5,5,5,5,5,5
56,llama3_3b_instruct,51,25,26,4156,22803,OK,0,0,9,9,9,9.0,0,0,0,0,36.0,0,7.0,3,3,0,0,0,3,3,3,0,0,0,3,3,3,3,0,0,0,3,3,0,0,0,3,3,7,7,7,7,7,7,7,7,7
57,llama3_3b_instruct,42,21,21,5169,30098,OK,0,0,6,6,6,6.0,3,3,3,4,24.0,13,4.777777777777778,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,1,1,2,2,2,5,4,4,5,5,5,5,5,5
58,llama3_3b_instruct,51,25,26,3887,21300,OK,0,0,8,9,9,9.0,1,1,0,3,35.0,5,6.888888888888889,3,3,0,0,0,3,3,2,0,0,1,3,3,3,3,0,1,0,3,3,1,1,1,3,3,7,6,7,7,7,7,7,7,7
59,llama3_3b_instruct,51,25,26,3011,16391,OK,0,0,8,5,6,6.75,4,1,4,3,25.75,12,4.555555555555555,2,2,2,1,1,3,3,2,2,1,1,2,2,1,2,0,1,0,3,2,1,1,1,2,2,5,4,5,5,5,4,5,4,4
5,llama3_3b_instruct,51,25,26,3257,17298,OK,0,0,7,9,8,7.5,2,1,0,1,31.5,4,5.777777777777778,2,3,0,0,0,3,2,2,1,0,1,3,3,3,3,0,1,0,2,3,0,1,0,2,3,6,5,6,6,5,6,6,6,6
60,llama3_3b_instruct,51,25,26,2875,15844,OK,0,0,5,7,6,7.5,3,2,2,4,25.5,11,4.666666666666667,2,2,1,1,0,2,2,1,1,1,1,3,3,2,2,0,1,1,2,3,1,1,2,2,2,5,5,4,5,4,5,5,4,5
61,llama3_3b_instruct,51,25,26,2953,16065,OK,0,0,7,6,6,6.75,1,0,0,2,25.75,3,5.666666666666667,2,2,0,0,0,3,2,2,0,0,1,3,2,2,2,0,0,0,2,2,1,0,1,2,2,6,5,5,6,6,6,6,5,6
62,llama3_3b_instruct,51,25,26,3443,19051,OK,0,0,8,7,9,9.0,0,0,0,2,33.0,2,6.888888888888889,3,3,0,0,0,3,3,2,0,0,0,3,3,2,2,0,0,0,3,3,0,1,1,3,3,7,6,7,7,7,7,7,7,7
63,llama3_3b_instruct,51,25,26,3845,21779,OK,0,0,6,7,8,6.75,2,0,0,2,27.75,4,5.666666666666667,2,3,0,0,0,2,2,2,1,0,1,2,2,3,2,0,0,0,2,3,0,1,1,2,3,6,5,5,6,5,6,6,6,6
64,llama3_3b_instruct,51,25,26,3752,20590,OK,0,0,8,9,9,8.25,0,1,0,0,34.25,1,6.555555555555555,3,3,0,0,0,3,3,2,0,0,0,3,3,3,3,0,0,1,2,3,0,0,0,3,3,6,6,6,7,7,7,7,6,7
65,llama3_3b_instruct,50,25,25,4466,25011,OK,0,0,8,4,8,7.5,2,0,1,2,27.5,5,5.333333333333333,2,3,1,0,0,3,3,2,1,0,1,3,2,1,1,0,0,0,2,3,0,1,1,2,3,5,4,6,5,6,5,6,6,5
66,llama3_3b_instruct,42,21,21,3985,21649,OK,0,0,8,9,9,8.25,3,1,2,4,34.25,10,5.888888888888889,2,3,1,0,1,3,3,2,1,0,2,3,3,3,3,0,1,0,3,3,1,1,2,3,3,6,5,6,6,6,6,6,6,6
67,llama3_3b_instruct,51,25,26,4510,24298,OK,0,0,6,6,6,6.0,3,3,2,4,24.0,12,4.444444444444445,2,2,1,0,1,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,1,1,2,2,2,5,4,4,4,4,5,5,4,5
68,llama3_3b_instruct,51,25,26,3406,18960,OK,0,0,5,6,6,6.0,3,2,2,3,23.0,10,4.555555555555555,2,2,1,0,1,2,2,1,1,1,1,2,2,2,2,0,1,1,2,2,1,1,1,2,2,5,4,4,5,5,5,4,5,4
69,llama3_3b_instruct,51,25,26,2859,16279,OK,0,0,3,3,3,3.75,5,5,5,6,12.75,21,3.2222222222222223,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,3,3,3,4,3,4,3,3,3
6,llama3_3b_instruct,51,25,26,2979,16096,OK,0,0,6,6,6,6.75,2,1,2,3,24.75,8,5.444444444444445,2,2,1,0,1,3,2,1,1,0,1,3,2,2,2,0,1,0,2,2,1,1,1,2,2,6,5,5,6,5,6,5,5,6
70,llama3_3b_instruct,51,25,26,3395,18536,OK,0,0,7,6,6,6.75,4,2,3,3,25.75,12,4.666666666666667,3,2,1,1,1,3,2,2,1,1,2,2,2,2,2,0,1,1,2,2,1,1,1,2,2,5,4,4,5,5,5,5,4,5
71,llama3_3b_instruct,51,25,26,3700,20039,OK,0,0,8,9,7,7.5,0,0,0,2,31.5,2,5.888888888888889,3,2,0,0,0,3,3,2,0,0,0,3,3,3,3,0,0,0,2,2,0,1,1,2,3,6,5,6,6,6,6,6,6,6
72,llama3_3b_instruct,38,19,19,5497,30732,OK,0,0,7,6,6,6.75,4,3,3,3,25.75,13,4.666666666666667,2,2,1,1,1,3,2,2,1,1,2,3,2,2,2,1,1,1,2,2,1,1,1,2,2,5,5,5,5,4,4,5,5,4
73,llama3_3b_instruct,51,25,26,3090,16733,OK,0,0,8,9,9,8.25,1,1,0,2,34.25,4,6.333333333333333,2,3,0,0,0,3,3,2,0,0,1,3,3,3,3,0,1,0,3,3,0,1,1,3,3,6,6,6,7,6,6,7,7,6
74,llama3_3b_instruct,51,25,26,5051,28513,OK,0,0,5,5,5,5.25,3,3,2,4,20.25,12,4.444444444444445,2,1,1,0,1,2,2,1,1,1,1,2,2,1,2,0,2,1,1,2,1,1,2,2,2,5,4,4,5,4,5,4,4,5
75,llama3_3b_instruct,51,25,26,4883,27352,OK,0,0,5,6,6,6.0,2,1,2,3,23.0,8,4.444444444444445,2,2,1,0,1,2,2,1,1,0,1,2,2,2,2,0,1,0,2,2,1,1,1,2,2,5,4,4,5,4,5,4,4,5
76,llama3_3b_instruct,51,25,26,2914,16671,OK,0,0,4,4,4,5.25,4,1,2,4,17.25,11,4.333333333333333,2,1,1,0,1,2,1,1,2,1,1,2,1,2,1,0,1,0,1,2,1,1,2,1,2,5,4,4,5,4,5,4,4,4
77,llama3_3b_instruct,48,24,24,4678,26129,OK,0,0,6,6,6,6.0,3,1,2,3,24.0,9,4.444444444444445,2,2,1,0,1,2,2,2,1,1,1,2,2,2,2,0,1,0,2,2,1,1,1,2,2,5,4,4,5,4,5,4,4,5
78,llama3_3b_instruct,51,25,26,2684,14687,OK,0,0,8,8,8,8.25,1,0,0,1,32.25,2,6.111111111111111,3,3,0,0,0,3,3,2,1,0,0,3,3,2,3,0,0,0,2,3,0,0,1,2,3,6,5,6,7,6,6,7,6,6
79,llama3_3b_instruct,48,24,24,4602,27577,OK,0,0,8,7,8,8.25,3,1,2,3,31.25,9,5.888888888888889,3,2,1,0,1,3,3,2,1,1,1,3,3,2,2,0,1,0,2,3,1,1,1,3,3,6,5,6,6,6,6,6,6,6
7,llama3_3b_instruct,51,25,26,3806,20663,OK,0,0,8,9,8,7.5,3,2,2,4,32.5,11,5.888888888888889,2,3,1,0,1,3,3,2,1,1,1,3,3,3,3,0,1,1,2,3,1,1,2,2,3,6,5,6,6,6,6,6,6,6
80,llama3_3b_instruct,51,25,26,3562,20221,OK,0,0,5,4,6,5.25,4,2,2,4,20.25,12,4.444444444444445,2,2,1,0,1,2,2,1,2,1,1,2,1,2,1,0,1,1,1,2,1,2,1,2,2,5,4,4,5,4,5,5,4,4
81,llama3_3b_instruct,50,25,25,3790,21904,OK,0,0,8,5,9,8.25,0,0,0,0,30.25,0,5.888888888888889,3,3,0,0,0,3,3,2,0,0,0,3,3,1,1,0,0,0,2,3,0,0,0,3,3,6,5,6,6,6,6,6,6,6
82,llama3_3b_instruct,51,25,26,3355,18536,OK,0,0,5,7,6,5.25,0,0,0,0,23.25,0,5.555555555555555,2,2,0,0,0,2,2,1,0,0,0,2,2,3,2,0,0,0,1,2,0,0,0,2,2,6,5,5,6,5,6,6,6,5
83,llama3_3b_instruct,51,25,26,3813,21026,OK,0,0,7,6,8,7.5,1,0,0,1,28.5,2,5.777777777777778,2,3,0,0,0,3,2,2,0,0,1,3,2,2,2,0,0,0,2,3,0,0,1,3,2,6,5,5,6,6,6,6,6,6
84,llama3_3b_instruct,50,25,25,5056,28277,OK,0,0,6,6,6,6.0,3,3,3,3,24.0,12,5.222222222222222,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,5,4,5,6,5,6,5,5,6
85,llama3_3b_instruct,51,25,26,3861,21318,OK,0,0,7,7,7,7.5,3,2,2,3,28.5,10,5.0,2,3,1,0,1,3,2,2,1,1,1,3,2,3,2,0,1,1,2,3,0,1,2,2,2,5,4,5,5,5,6,5,5,5
86,llama3_3b_instruct,46,23,23,4749,27111,OK,0,0,9,7,9,8.25,0,0,0,0,33.25,0,6.0,3,3,0,0,0,3,3,3,0,0,0,3,3,2,2,0,0,0,2,3,0,0,0,3,3,6,6,6,6,6,6,6,6,6
87,llama3_3b_instruct,51,25,26,4494,25551,OK,0,0,5,5,5,6.0,5,3,4,5,21.0,17,4.555555555555555,2,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,5,4,4,5,4,5,5,4,5
88,llama3_3b_instruct,51,25,26,2819,16240,OK,0,0,8,5,9,8.25,0,0,0,0,30.25,0,6.777777777777778,3,3,0,0,0,3,3,2,0,0,0,3,3,1,1,0,0,0,2,3,0,0,0,3,3,7,6,6,7,7,7,7,7,7
89,llama3_3b_instruct,51,25,26,3420,19031,OK,0,0,6,6,6,6.0,6,3,4,4,24.0,17,4.777777777777778,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,5,4,4,5,5,5,5,5,5
8,llama3_3b_instruct,51,25,26,3055,16735,OK,0,0,8,8,8,7.5,1,0,0,2,31.5,3,5.777777777777778,2,3,0,0,0,3,3,2,0,0,1,3,3,2,3,0,0,0,2,3,1,0,1,2,3,6,5,5,6,6,6,6,6,6
90,llama3_3b_instruct,50,25,25,4767,28549,OK,0,0,8,9,8,7.5,0,0,0,0,32.5,0,6.555555555555555,2,3,0,0,0,3,3,2,0,0,0,3,3,3,3,0,0,0,2,3,0,0,0,2,3,6,6,6,6,7,7,7,7,7
91,llama3_3b_instruct,51,25,26,4163,22553,OK,0,0,4,1,5,4.5,5,3,4,5,14.5,17,3.3333333333333335,1,1,2,1,1,2,1,1,2,1,2,2,1,0,0,1,2,0,1,2,1,2,2,2,2,4,3,3,4,3,4,3,3,3
92,llama3_3b_instruct,51,25,26,3396,19717,OK,0,0,9,9,9,9.0,1,0,0,1,36.0,2,6.0,3,3,0,0,0,3,3,3,0,0,1,3,3,3,3,0,0,0,3,3,0,0,1,3,3,6,6,6,6,6,6,6,6,6
93,llama3_3b_instruct,50,25,25,4544,25223,OK,0,0,9,9,9,9.0,3,3,3,3,36.0,12,6.888888888888889,3,3,1,1,1,3,3,3,1,1,1,3,3,3,3,1,1,1,3,3,1,1,1,3,3,7,6,7,7,7,7,7,7,7
94,llama3_3b_instruct,51,25,26,3429,19076,OK,0,0,6,6,6,6.0,3,3,3,3,24.0,12,5.0,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,5,5,5,5,5,5,5,5,5
95,llama3_3b_instruct,51,25,26,4197,24700,OK,0,0,6,9,8,6.75,4,3,3,4,29.75,14,5.888888888888889,2,3,1,1,1,2,2,2,1,1,2,3,3,3,3,1,1,1,2,2,1,1,2,2,3,6,5,6,6,6,6,6,6,6
96,llama3_3b_instruct,51,25,26,2632,14300,OK,0,0,9,9,9,9.0,0,0,0,0,36.0,0,6.888888888888889,3,3,0,0,0,3,3,3,0,0,0,3,3,3,3,0,0,0,3,3,0,0,0,3,3,7,6,7,7,7,7,7,7,7
97,llama3_3b_instruct,51,25,26,4429,24645,OK,0,0,6,7,6,6.75,3,2,2,4,25.75,11,4.555555555555555,3,2,1,0,1,2,2,2,1,1,1,2,2,2,3,0,1,1,2,2,1,1,2,2,2,5,4,4,5,4,5,4,5,5
98,llama3_3b_instruct,51,25,26,3607,19636,OK,0,0,5,6,6,6.0,2,2,2,3,23.0,9,4.777777777777778,2,2,1,0,1,2,2,1,1,0,1,2,2,2,2,0,1,1,2,2,1,1,1,2,2,5,4,4,5,5,5,5,5,5
99,llama3_3b_instruct,38,19,19,4375,25934,OK,0,0,7,6,4,6.0,3,1,1,4,23.0,9,5.777777777777778,2,2,1,0,0,3,2,2,1,1,1,2,2,2,2,0,1,0,2,2,1,1,2,1,1,6,5,5,6,6,6,6,6,6
9,llama3_3b_instruct,51,25,26,3438,20356,OK,0,0,8,5,9,8.25,0,0,0,0,30.25,0,5.888888888888889,3,3,0,0,0,3,3,2,0,0,0,3,3,1,1,0,0,0,2,3,0,0,0,3,3,6,5,6,6,6,6,6,6,6
100,orpo,30,15,15,2207,11973,OK,0,0,6,6,6,6.0,3,1,2,4,24.0,10,4.333333333333333,2,2,1,0,1,2,2,2,1,1,1,2,2,2,2,0,1,0,2,2,1,1,2,2,2,5,4,4,5,4,5,4,4,4
101,orpo,51,25,26,4294,22849,OK,0,0,9,9,9,9.0,0,0,0,0,36.0,0,6.888888888888889,3,3,0,0,0,3,3,3,0,0,0,3,3,3,3,0,0,0,3,3,0,0,0,3,3,7,7,6,7,7,7,7,7,7
102,orpo,51,25,26,3092,17054,OK,0,0,8,5,9,7.5,1,0,0,3,29.5,4,5.777777777777778,2,3,0,0,0,3,3,2,0,0,1,3,2,2,1,0,0,0,2,3,1,1,1,3,3,6,5,6,6,6,6,6,6,5
103,orpo,51,25,26,2380,12957,OK,0,0,9,9,9,9.0,0,0,0,0,36.0,0,6.888888888888889,3,3,0,0,0,3,3,3,0,0,0,3,3,3,3,0,0,0,3,3,0,0,0,3,3,7,6,7,7,7,7,7,7,7
104,orpo,51,25,26,3122,17295,OK,0,0,7,7,7,8.25,1,0,0,1,29.25,2,5.444444444444445,3,3,0,0,0,3,2,2,0,0,1,2,2,3,2,0,0,0,3,3,0,0,1,2,2,6,5,5,6,5,5,5,6,6
105,orpo,51,25,26,5079,27761,OK,0,0,8,9,9,8.25,1,0,0,1,34.25,2,6.555555555555555,3,3,0,0,0,3,3,2,0,0,1,3,3,3,3,0,0,0,2,3,0,0,1,3,3,6,6,6,6,7,7,7,7,7
106,orpo,51,25,26,4932,27479,OK,0,0,5,3,3,6.0,5,6,6,6,17.0,23,3.7777777777777777,2,1,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,4,4,4,4,3,4,4,3,4
107,orpo,51,25,26,2432,13084,OK,0,0,8,7,9,7.5,0,0,0,0,31.5,0,5.888888888888889,2,3,0,0,0,3,3,2,0,0,0,3,3,2,2,0,0,0,2,3,0,0,0,3,3,6,5,6,6,6,6,6,6,6
108,orpo,51,25,26,2814,14760,OK,0,0,2,3,2,3.75,6,5,6,6,10.75,23,2.5555555555555554,2,0,2,2,2,1,1,0,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,1,1,3,3,2,3,2,3,2,2,3
109,orpo,51,25,26,3964,21892,OK,0,0,8,6,9,7.5,3,3,2,3,30.5,11,5.777777777777778,2,3,1,0,1,3,3,2,1,1,1,3,2,2,2,1,1,1,2,3,1,1,1,3,3,6,5,5,6,6,6,6,6,6
10,orpo,51,25,26,3520,19262,OK,0,0,8,7,9,8.25,0,0,0,0,32.25,0,5.888888888888889,3,3,0,0,0,3,3,2,0,0,0,3,2,3,2,0,0,0,2,3,0,0,0,3,3,6,5,6,6,6,6,6,6,6
110,orpo,51,25,26,3363,18218,OK,0,0,7,4,9,6.75,0,0,0,1,26.75,1,5.888888888888889,2,3,0,0,0,3,2,2,0,0,0,3,2,1,1,0,0,0,1,3,0,0,1,3,3,6,5,6,6,6,6,6,6,6
111,orpo,51,25,26,3895,22815,OK,0,0,9,9,9,9.0,0,0,0,1,36.0,1,6.444444444444445,3,3,0,0,0,3,3,3,0,0,0,3,3,3,3,0,0,0,3,3,0,0,1,3,3,7,6,6,6,6,7,6,7,7
112,orpo,51,25,26,3308,17564,OK,0,0,9,9,9,8.25,0,0,0,0,35.25,0,6.888888888888889,3,3,0,0,0,3,3,3,0,0,0,3,3,3,3,0,0,0,2,3,0,0,0,3,3,7,6,7,7,7,7,7,7,7
113,orpo,51,25,26,2797,15480,OK,0,0,6,9,7,7.5,0,0,0,3,29.5,3,5.888888888888889,2,3,0,0,0,2,2,2,0,0,0,3,3,3,3,0,0,0,2,3,1,1,1,2,2,6,6,5,6,6,6,6,6,6
114,orpo,51,25,26,2931,16145,OK,0,0,8,4,8,6.75,1,0,0,0,26.75,1,5.777777777777778,2,3,0,0,0,3,3,2,0,0,1,3,2,1,1,0,0,0,1,3,0,0,0,2,3,6,5,5,6,6,6,6,6,6
115,orpo,51,25,26,3418,18604,OK,0,0,7,7,6,7.5,5,4,5,5,27.5,19,4.888888888888889,3,2,2,1,2,3,3,1,2,1,2,2,2,3,2,1,2,1,3,2,1,2,2,2,2,5,4,5,6,4,5,6,4,5
116,orpo,51,25,26,2920,17044,OK,0,0,9,6,8,9.0,0,0,0,0,32.0,0,6.555555555555555,3,3,0,0,0,3,3,3,0,0,0,3,2,2,2,0,0,0,3,3,0,0,0,2,3,7,6,6,7,6,6,7,7,7
117,orpo,51,25,26,5020,27783,OK,0,0,6,5,6,6.0,3,1,2,3,23.0,9,5.222222222222222,2,2,1,0,1,2,2,2,1,1,1,2,2,1,2,0,1,0,2,2,1,1,1,2,2,5,5,5,5,5,6,5,5,6
118,orpo,51,25,26,3200,17137,OK,0,0,8,8,9,8.25,1,0,0,1,33.25,2,5.888888888888889,3,3,0,0,0,3,3,2,0,0,1,3,3,3,2,0,0,0,2,3,0,0,1,3,3,6,5,6,6,6,6,6,6,6
119,orpo,51,25,26,3423,19343,OK,0,0,8,9,9,8.25,1,0,0,2,34.25,3,5.888888888888889,3,3,0,0,0,3,3,2,0,0,1,3,3,3,3,0,0,0,2,3,1,0,1,3,3,6,5,6,6,6,6,6,6,6
11,orpo,51,25,26,4653,25468,OK,0,0,8,9,7,6.0,1,1,0,2,30.0,4,5.777777777777778,1,3,0,0,0,3,3,2,0,0,1,2,3,3,3,0,1,0,2,3,1,0,1,2,2,6,5,5,6,6,6,6,6,6
120,orpo,51,25,26,2949,15904,OK,0,0,8,7,9,8.25,0,1,0,1,32.25,2,5.777777777777778,3,3,0,0,0,3,3,2,0,0,0,3,3,2,2,0,0,1,2,3,1,0,0,3,3,6,5,5,6,6,6,6,6,6
121,orpo,51,25,26,5153,28045,OK,0,0,7,5,7,6.0,0,0,0,0,25.0,0,5.888888888888889,2,1,0,0,0,3,2,2,0,0,0,3,2,2,1,0,0,0,1,2,0,0,0,3,3,6,5,6,6,6,6,6,6,6
122,orpo,51,25,26,2575,14407,OK,0,0,9,9,9,9.0,0,0,0,0,36.0,0,6.0,3,3,0,0,0,3,3,3,0,0,0,3,3,3,3,0,0,0,3,3,0,0,0,3,3,6,6,6,6,6,6,6,6,6
123,orpo,51,25,26,2806,15279,OK,0,0,8,8,8,7.5,1,0,0,1,31.5,2,6.0,2,3,0,0,0,3,3,2,0,0,1,3,2,3,3,0,0,0,2,3,0,0,1,2,3,6,5,6,6,6,6,6,7,6
124,orpo,51,25,26,3380,18615,OK,0,0,8,8,8,7.5,0,0,0,1,31.5,1,5.444444444444445,2,2,0,0,0,3,3,2,0,0,0,3,3,3,2,0,0,0,2,3,0,0,1,3,3,6,5,4,6,5,6,5,6,6
125,orpo,51,25,26,2505,13485,OK,0,0,7,6,7,6.75,2,2,2,2,26.75,8,5.222222222222222,2,2,1,0,1,3,2,2,1,0,1,3,2,2,2,0,1,1,2,2,0,1,1,2,3,5,4,5,6,5,6,6,5,5
126,orpo,51,25,26,2899,15596,OK,0,0,8,7,9,7.5,1,1,0,2,31.5,4,5.666666666666667,2,3,0,0,0,3,3,2,0,0,1,3,3,2,2,0,1,0,2,3,1,0,1,3,3,5,5,6,6,6,6,6,6,5
127,orpo,51,25,26,2629,14547,OK,0,0,8,8,9,7.5,0,0,0,0,32.5,0,5.888888888888889,2,3,0,0,0,3,3,2,0,0,0,3,3,3,2,0,0,0,2,3,0,0,0,3,3,6,5,6,6,6,6,6,6,6
128,orpo,51,25,26,3070,16874,OK,0,0,8,7,9,7.5,1,0,0,1,31.5,2,6.111111111111111,2,3,0,0,0,3,3,2,0,0,1,3,2,3,2,0,0,0,2,3,0,0,1,3,3,6,5,6,6,6,6,7,7,6
129,orpo,51,25,26,3375,18983,OK,0,0,8,5,9,7.5,1,0,1,1,29.5,3,5.666666666666667,2,3,0,0,1,3,3,2,0,0,1,3,2,2,1,0,0,0,2,3,0,0,1,3,3,6,5,5,6,6,5,6,6,6
12,orpo,51,25,26,2544,13550,OK,0,0,8,8,8,8.25,0,0,1,1,32.25,2,5.888888888888889,3,3,0,0,1,3,3,2,0,0,0,3,3,3,2,0,0,0,2,3,0,0,1,2,3,6,5,6,6,6,6,6,6,6
130,orpo,51,25,26,3667,21038,OK,0,0,9,8,9,9.0,0,0,0,0,35.0,0,6.777777777777778,3,3,0,0,0,3,3,3,0,0,0,3,3,3,2,0,0,0,3,3,0,0,0,3,3,7,6,6,7,7,7,7,7,7
131,orpo,51,25,26,3486,19425,OK,0,0,6,5,7,6.0,2,1,2,3,24.0,8,4.555555555555555,2,2,1,0,1,3,2,1,1,0,1,3,2,2,1,0,1,0,1,2,1,1,1,2,3,5,4,4,4,5,5,5,5,4
132,orpo,51,25,26,4665,26463,OK,0,0,2,0,2,1.5,7,5,5,6,5.5,23,2.111111111111111,1,0,2,1,2,1,1,0,2,2,3,1,0,0,0,1,3,1,0,0,2,2,2,1,1,3,2,2,2,2,2,2,2,2
133,orpo,51,25,26,3317,18779,OK,0,0,9,4,9,8.25,0,0,0,1,30.25,1,5.888888888888889,3,3,0,0,0,3,3,3,0,0,0,3,2,1,1,0,0,0,2,3,0,0,1,3,3,6,5,6,6,6,6,6,6,6
134,orpo,51,25,26,3936,21534,OK,0,0,8,7,9,8.25,0,0,0,1,32.25,1,5.777777777777778,3,3,0,0,0,3,3,2,0,0,0,3,3,2,2,0,0,0,2,3,0,0,1,3,3,6,5,6,6,5,6,6,6,6
135,orpo,51,25,26,3588,19520,OK,0,0,7,9,8,8.25,1,0,0,1,32.25,2,6.0,3,3,0,0,0,3,2,2,0,0,1,3,3,3,3,0,0,0,2,3,0,0,1,3,2,6,5,6,6,6,6,6,7,6
136,orpo,51,25,26,4702,26156,OK,0,0,8,9,9,8.25,0,0,0,0,34.25,0,6.777777777777778,3,3,0,0,0,3,3,2,0,0,0,3,3,3,3,0,0,0,2,3,0,0,0,3,3,7,6,7,6,7,7,7,7,7
137,orpo,51,25,26,2879,15831,OK,0,0,5,5,6,6.0,0,0,0,1,22.0,1,5.777777777777778,2,2,0,0,0,2,2,1,0,0,0,2,2,2,1,0,0,0,2,2,0,0,1,2,2,6,5,5,6,6,6,6,6,6
138,orpo,51,25,26,3154,16818,OK,0,0,8,9,9,8.25,0,0,0,1,34.25,1,5.888888888888889,2,3,0,0,0,3,3,2,0,0,0,3,3,3,3,0,0,0,3,3,0,0,1,3,3,6,5,6,6,6,6,6,6,6
139,orpo,51,25,26,2861,15446,OK,0,0,9,9,9,9.0,0,0,0,0,36.0,0,6.888888888888889,3,3,0,0,0,3,3,3,0,0,0,3,3,3,3,0,0,0,3,3,0,0,0,3,3,7,6,7,7,7,7,7,7,7
13,orpo,51,25,26,2950,16211,OK,0,0,8,6,9,6.75,2,1,1,4,29.75,8,5.555555555555555,2,3,1,0,0,3,3,2,1,0,1,3,2,2,2,0,1,0,2,2,1,1,2,3,3,6,5,5,6,6,5,6,5,6
140,orpo,51,25,26,2472,14833,OK,0,0,8,7,9,8.25,0,0,0,0,32.25,0,5.888888888888889,3,3,0,0,0,3,3,2,0,0,0,3,3,2,2,0,0,0,2,3,0,0,0,3,3,6,6,5,6,6,6,6,6,6
141,orpo,51,25,26,3506,19073,OK,0,0,7,7,8,6.75,0,0,0,1,28.75,1,5.666666666666667,2,3,0,0,0,3,2,2,0,0,0,3,2,3,2,0,0,0,2,2,0,0,1,2,3,5,5,6,6,6,5,6,6,6
142,orpo,51,25,26,2700,15011,OK,0,0,9,9,9,9.0,0,0,0,0,36.0,0,6.888888888888889,3,3,0,0,0,3,3,3,0,0,0,3,3,3,3,0,0,0,3,3,0,0,0,3,3,7,6,7,7,7,7,7,7,7
143,orpo,51,25,26,3150,17420,OK,0,0,5,5,6,6.0,3,1,2,4,22.0,10,4.555555555555555,2,2,1,0,1,2,2,1,1,1,1,2,2,2,1,0,1,0,2,2,1,1,2,2,2,5,4,4,5,5,5,5,4,4
144,orpo,51,25,26,3496,19638,OK,0,0,8,6,9,7.5,1,0,0,1,30.5,2,5.888888888888889,2,3,0,0,0,3,3,2,0,0,1,3,3,2,1,0,0,0,2,3,0,0,1,3,3,6,5,6,6,6,6,6,6,6
145,orpo,8,4,4,336,1832,OK,0,0,5,5,7,7.5,0,0,0,1,24.5,1,5.555555555555555,3,2,0,0,0,2,2,1,0,0,0,3,2,1,2,0,0,0,2,2,0,0,1,2,3,6,5,5,6,5,6,5,6,6
146,orpo,51,25,26,2871,15647,OK,0,0,8,7,8,8.25,0,0,0,0,31.25,0,5.888888888888889,3,3,0,0,0,3,3,2,0,0,0,3,3,2,2,0,0,0,2,3,0,0,0,2,3,6,5,6,6,6,6,6,6,6
147,orpo,51,25,26,4631,26228,OK,0,0,6,8,7,6.75,0,0,0,2,27.75,2,5.888888888888889,2,3,0,0,0,2,2,2,0,0,0,2,2,3,3,0,0,0,2,3,1,0,1,2,2,6,5,6,6,6,6,6,6,6
148,orpo,51,25,26,3049,17553,OK,0,0,9,9,9,9.0,0,0,0,1,36.0,1,6.666666666666667,3,3,0,0,0,3,3,3,0,0,0,3,3,3,3,0,0,0,3,3,0,0,1,3,3,7,6,6,7,7,6,7,7,7
